Module,Family,Method,Path,Mutation,Deprecated,Params,Body,Returns,Description,Role,UI,Priority,Wired(FE floor),Live@8000(tested)
"Intelligent","cortex","GET","/cortex/snowpark/services","","","compute_pool","","object","List all Snowpark container services.","RETAIL_AI_ENGINEER","Cortex AI › Snowpark / SPCS compute","P2","MISSING","served (gated)"
"Intelligent","cortex","POST","/cortex/snowpark/services","yes","","","ContainerServiceCreateRequest","object","Deploy a container service from a YAML spec into a compute pool.","RETAIL_AI_ENGINEER","Cortex AI › Snowpark / SPCS compute","P1","MISSING","mutation (not probed)"
"Intelligent","cortex","GET","/cortex/snowpark/services/{name}","","","name*, database, schema","","object","Returns a container service's full definition (spec  compute pool  instance counts  status  endpoints); 404 if it does not exist.","RETAIL_AI_ENGINEER","Cortex AI › Snowpark / SPCS compute","P2","MISSING","served (gated)"
"Intelligent","cortex","DELETE","/cortex/snowpark/services/{name}","yes","","name*, database, schema, confirm","","object","Hard-drops an SPCS container service (DROP SERVICE - irreversible  frees all its credits).","RETAIL_AI_ENGINEER","Cortex AI › Snowpark / SPCS compute","P1","MISSING","mutation (not probed)"
"Intelligent","cortex","POST","/cortex/snowpark/services/{name}/auto-stop","yes","","name*, seconds, mode, database, schema","","object","Schedules an automatic suspend (default) or drop of an SPCS service after a given number of seconds.","RETAIL_AI_ENGINEER","Cortex AI › Snowpark / SPCS compute","P1","MISSING","mutation (not probed)"
"Intelligent","cortex","GET","/cortex/snowpark/services/{name}/logs","","","name*, instance_id, container_name, num_lines","","object","Get stdout/stderr logs from a running container.","RETAIL_AI_ENGINEER","Cortex AI › Snowpark / SPCS compute","P2","MISSING","served (gated)"
"Intelligent","cortex","POST","/cortex/snowpark/services/{name}/resume","yes","","name*, database, schema","","object","Resumes a suspended SPCS service  bringing its instances back online (ALTER SERVICE ... RESUME).","RETAIL_AI_ENGINEER","Cortex AI › Snowpark / SPCS compute","P1","MISSING","mutation (not probed)"
"Intelligent","cortex","GET","/cortex/snowpark/services/{name}/status","","","name*, database, schema","","object","Get running containers  endpoints  and health for a service.","RETAIL_AI_ENGINEER","Cortex AI › Snowpark / SPCS compute","P2","MISSING","served (gated)"
"Intelligent","cortex","POST","/cortex/snowpark/services/{name}/suspend","yes","","name*, database, schema","","object","Suspends an SPCS service so its instances scale to zero and billing stops (ALTER SERVICE ... SUSPEND).","RETAIL_AI_ENGINEER","Cortex AI › Snowpark / SPCS compute","P1","MISSING","mutation (not probed)"
"Intelligent","cortex","GET","/cortex/snowpark/streamlit","","","database","","object","List all Streamlit apps deployed in Snowflake.","RETAIL_AI_ENGINEER","Cortex AI › Snowpark / SPCS compute","P2","MISSING","served (gated)"
"Intelligent","cortex","POST","/cortex/snowpark/streamlit","yes","","","StreamlitCreateRequest","object","Deploy a Streamlit app in Snowflake.","RETAIL_AI_ENGINEER","Cortex AI › Snowpark / SPCS compute","P1","MISSING","mutation (not probed)"
"Intelligent","cortex","POST","/cortex/synthesize-rows","yes","","","_SynthesizeRowsRequest","StandardResponse","Uses Cortex to fabricate up to 1000 realistic synthetic rows matching a target table schema.","RETAIL_AI_ENGINEER","Cortex AI › AI assistant","P1","MISSING","mutation (not probed)"
"Intelligent","cortex","GET","/cortex/vectors/columns","","","database","","object","List all columns with VECTOR data type in the specified database.","RETAIL_AI_ENGINEER","Cortex AI › Embeddings & vectors","P2","MISSING","served (gated)"
"notifications","notifications","GET","/notifications","","","unread_only, kind, project_id, page, page_size","","object","List current user's notifications","any","Notifications","P2","MISSING","served (gated)"
"notifications","notifications","PATCH","/notifications/{notification_id}/read","yes","","notification_id*","","object","Mark a single notification as read","any","Notifications › Read","P1","MISSING","mutation (not probed)"
"notifications","notifications","POST","/notifications/broadcast","yes","","","BroadcastRequest","object","Publish a notification — fan-out happens server-side","ACCOUNTADMIN","Notifications › Broadcast","P1","MISSING","mutation (not probed)"
"notifications","notifications","POST","/notifications/mark-all-read","yes","","","","object","Mark every unread notification as read","any","Notifications › Mark All Read","P1","MISSING","mutation (not probed)"
"notifications","notifications","GET","/notifications/unread-count","","","","","object","Cheap unread counter for the bell badge","any","Notifications › Unread Count","P2","MISSING","served (gated)"
"Observability","observability","GET","/observability/activity/summary","","","days","","object","Activity summary","RETAIL_DATA_ENGINEER","Observability › Activity Summary","P2","MISSING","served (gated)"
"Observability","observability","GET","/observability/alerts","","","days","","object","Threshold breach alerts — failed queries  slow queries  task failures  credit spikes","RETAIL_DATA_ENGINEER","Observability › Alerts","P2","MISSING","served (gated)"
"Observability","observability","POST","/observability/alerts/{alert_id}/ack","yes","","alert_id*","","object","Acknowledge an alert","RETAIL_DATA_ENGINEER","Observability › Alerts Ack","P1","MISSING","mutation (not probed)"
"Observability","observability","GET","/observability/alerts/cross-module","","","","","object","Cross-Module Alerts","RETAIL_DATA_ENGINEER","Observability › Alerts Cross Module","P2","MISSING","served (gated)"
"Observability","observability","GET","/observability/budgets","","","","","object","List stored spend budgets (FinOps)","ACCOUNTADMIN","Observability › Budgets","P2","MISSING","served (gated)"
"Observability","observability","POST","/observability/budgets","yes","","","SpendBudgetCreate","object","Create a spend budget (FinOps)","ACCOUNTADMIN","Observability › Budgets","P1","MISSING","mutation (not probed)"
"Observability","observability","PUT","/observability/budgets/{name}","yes","","name*","SpendBudgetCreate","object","Update a spend budget (FinOps)","ACCOUNTADMIN","Observability › Budgets","P1","MISSING","mutation (not probed)"
"Observability","observability","DELETE","/observability/budgets/{name}","yes","","name*, confirm","","object","Delete a spend budget (FinOps  destructive)","ACCOUNTADMIN","Observability › Budgets","P1","MISSING","mutation (not probed)"
"Observability","observability","GET","/observability/compliance/gdpr","","","","","object","GDPR compliance report","RETAIL_DATA_ENGINEER","Observability › Compliance Gdpr","P2","MISSING","served (gated)"
"Observability","observability","GET","/observability/compliance/soc2","","","","","object","SOC2 compliance report","RETAIL_DATA_ENGINEER","Observability › Compliance Soc2","P2","MISSING","served (gated)"
"Observability","observability","GET","/observability/cost/daily-credits","","","days","","object","Daily credit usage","ACCOUNTADMIN","Observability › Cost Daily Credits","P2","MISSING","served (gated)"
"Observability","observability","GET","/observability/cost/monitors","","","","","object","List resource monitors (FinOps)","ACCOUNTADMIN","Observability › Cost Monitors","P2","MISSING","served (gated)"
"Observability","observability","POST","/observability/cost/monitors","yes","","","ResourceMonitorCreate","object","Create a resource monitor (FinOps)","ACCOUNTADMIN","Observability › Cost Monitors","P1","MISSING","mutation (not probed)"
"Observability","observability","GET","/observability/cost/monitors/{name}","","","name*","","object","Get a resource monitor (FinOps)","ACCOUNTADMIN","Observability › Cost Monitors","P2","MISSING","served (gated)"
"Observability","observability","PUT","/observability/cost/monitors/{name}","yes","","name*","ResourceMonitorUpdate","object","Update a resource monitor (FinOps)","ACCOUNTADMIN","Observability › Cost Monitors","P1","MISSING","mutation (not probed)"
"Observability","observability","DELETE","/observability/cost/monitors/{name}","yes","","name*, confirm","","object","Delete a resource monitor (FinOps  destructive)","ACCOUNTADMIN","Observability › Cost Monitors","P1","MISSING","mutation (not probed)"
"Observability","observability","POST","/observability/cost/monitors/{name}/assign","yes","","name*","WarehouseAssignRequest","object","Assign a warehouse to a resource monitor (FinOps)","ACCOUNTADMIN","Observability › Cost Monitors","P1","MISSING","mutation (not probed)"
"Observability","observability","GET","/observability/cost/storage","","","","","object","Storage costs","ACCOUNTADMIN","Observability › Cost Storage","P2","MISSING","served (gated)"
"Observability","observability","GET","/observability/cost/warehouse-usage","","","days","","object","Warehouse cost usage","ACCOUNTADMIN","Observability › Cost Warehouse Usage","P2","MISSING","served (gated)"
"Observability","observability","GET","/observability/dashboard","","","","","object","Observability dashboard","RETAIL_DATA_ENGINEER","Observability › Dashboard","P2","MISSING","served (gated)"
"Observability","observability","GET","/observability/dependencies","","","object_name, object_domain, direction","","object","Get object dependencies","RETAIL_DATA_ENGINEER","Observability › Dependencies","P2","MISSING","served (gated)"
"Observability","observability","GET","/observability/dependencies/graph","","","database, schema","","object","Get dependency graph","RETAIL_DATA_ENGINEER","Observability › Dependencies Graph","P2","MISSING","served (gated)"
"Observability","observability","GET","/observability/health","","","","","object","Observability health check","RETAIL_DATA_ENGINEER","Observability › Health","P2","MISSING","served (gated)"
"Observability","observability","GET","/observability/intelligent-kpis","","","","","object","Observability KPIs (legacy alias)","RETAIL_DATA_ENGINEER","Observability › Intelligent Kpis","P2","MISSING","served (gated)"
"Observability","observability","GET","/observability/kpis","","","","","object","Observability KPIs","RETAIL_DATA_ENGINEER","Observability › KPIs","P2","MISSING","served (gated)"
"Observability","observability","GET","/observability/lineage","","","database, schema, table, days, page, page_size","","object","Data lineage","RETAIL_DATA_ENGINEER","Observability › Lineage","P2","MISSING","served (gated)"
"Observability","observability","GET","/observability/lineage/access-patterns","","","days","","object","Access pattern analysis","RETAIL_DATA_ENGINEER","Observability › Lineage Access Patterns","P2","MISSING","served (gated)"
"Observability","observability","GET","/observability/lineage/cross-module","","","days, database","","object","Cross-module lineage explorer","RETAIL_DATA_ENGINEER","Observability › Lineage Cross Module","P2","MISSING","served (gated)"
"Observability","observability","GET","/observability/lineage/with-tasks","","","database, days","","object","Intelligent lineage with tasks","RETAIL_DATA_ENGINEER","Observability › Lineage With Tasks","P2","MISSING","served (gated)"
"Observability","observability","GET","/observability/performance/metrics","","","days","","object","Performance metrics","RETAIL_DATA_ENGINEER","Observability › Performance Metrics","P2","MISSING","served (gated)"
"Observability","observability","GET","/observability/performance/slow-queries","","","days, threshold_seconds","","object","Slow queries","RETAIL_DATA_ENGINEER","Observability › Performance Slow Queries","P2","MISSING","served (gated)"
"Observability","observability","POST","/observability/probes/batch-check","yes","","","","object","Batch check data freshness for multiple tables","RETAIL_DATA_ENGINEER","Observability › Probes Batch Check","P1","MISSING","mutation (not probed)"
"Observability","observability","GET","/observability/probes/changes","","","table*, since*","","object","Detect changes since timestamp","RETAIL_DATA_ENGINEER","Observability › Probes Changes","P2","MISSING","served (gated)"
"Observability","observability","GET","/observability/probes/platform","","","","","object","Probe all Data360 metadata tables","RETAIL_DATA_ENGINEER","Observability › Probes Platform","P2","MISSING","served (gated)"
"Observability","observability","GET","/observability/probes/schema","","","database*, schema*","","object","Probe all tables in a schema","RETAIL_DATA_ENGINEER","Observability › Probes Schema","P2","MISSING","served (gated)"
"Observability","observability","GET","/observability/probes/table","","","table*","","object","Probe table freshness using row timestamps","RETAIL_DATA_ENGINEER","Observability › Probes Table","P2","MISSING","served (gated)"
"Observability","observability","GET","/observability/security/posture","","","","","object","Security posture","RETAIL_DATA_ENGINEER","Observability › Security Posture","P2","MISSING","served (gated)"
"Observability","observability","GET","/observability/sensors/all","","","days","","object","Batch sensor check — all modules in one call","RETAIL_DATA_ENGINEER","Observability › Sensors All","P2","MISSING","served (gated)"
"Observability","observability","POST","/observability/slo","yes","","","UserSLOCreate","object","Define a user SLO","RETAIL_DATA_ENGINEER","Observability › SLOs","P1","MISSING","mutation (not probed)"
"Observability","observability","GET","/observability/slo-tracking","","","days","","object","SLO compliance — query success rate  P95 latency  task success rate","RETAIL_DATA_ENGINEER","Observability › Slo Tracking","P2","MISSING","served (gated)"
"Observability","observability","GET","/observability/tasks/importable","","","state","","object","List importable tasks","RETAIL_DATA_ENGINEER","Observability › Tasks Importable","P2","MISSING","served (gated)"
"Observability","observability","GET","/observability/trust-center/findings","","","","","object","Trust Center findings","RETAIL_DATA_ENGINEER","Observability › Trust Center Findings","P2","MISSING","served (gated)"
"Observability","observability","GET","/observability/trust-center/summary","","","","","object","Trust Center summary","RETAIL_DATA_ENGINEER","Observability › Trust Center Summary","P2","MISSING","served (gated)"
"Platform","api","GET","/api/administration/entitlements","","","","","object","Per-account addon enablement matrix (by module)","ACCOUNTADMIN","Administration › Entitlements","P2","MISSING","served (gated)"
"Platform","api","PUT","/api/administration/entitlements/{module}/{feature_key}","yes","","module*, feature_key*","EntitlementBody","object","Enable/disable/configure one addon for this account","ACCOUNTADMIN","Administration › Entitlements","P1","MISSING","mutation (not probed)"
"Platform","api","GET","/api/administration/governance-posture","","","","","object","Per-module rollup: enabled features  granted roles","ACCOUNTADMIN","Administration › Governance Posture","P2","MISSING","served (gated)"
"Platform","api","GET","/api/administration/overview","","","","","object","Administration landing aggregate","ACCOUNTADMIN","Administration › Overview","P2","MISSING","served (gated)"
"Platform","api","GET","/api/data360/cache-config","","","","","object","Get cache config (TTL per zone/usage)","ACCOUNTADMIN","Administration › Cache Config","P2","MISSING","served (gated)"
"Platform","api","PATCH","/api/data360/cache-config","yes","","","CacheConfigOverrideRequest","object","Update cache config","ACCOUNTADMIN","Administration › Cache Config","P1","MISSING","mutation (not probed)"
"Platform","api","GET","/api/data360/cache-entries","","","","","object","Inventory of currently-cached entries (admin 'what's cached' view)","ACCOUNTADMIN","Administration › Cache Entries","P2","MISSING","served (gated)"
"Platform","api","GET","/api/data360/config","","","","","object","Config metadata et cache","ACCOUNTADMIN","Administration › Config","P2","MISSING","served (gated)"
"Platform","api","GET","/api/data360/platform-config","","","category","","object","List all platform configs","ACCOUNTADMIN","Administration › Platform Config","P2","MISSING","served (gated)"
"Platform","api","GET","/api/data360/platform-config/{key}","","","key*","","object","Get single config entry","ACCOUNTADMIN","Administration › Platform Config","P2","MISSING","served (gated)"
"Platform","api","PUT","/api/data360/platform-config/{key}","yes","","key*","ConfigUpdateRequest","object","Update config value","ACCOUNTADMIN","Administration › Platform Config","P1","MISSING","mutation (not probed)"
"Platform","api","POST","/api/data360/platform-config/reset","yes","","","ConfigResetRequest","object","Reset configs to defaults","ACCOUNTADMIN","Administration › Platform Config Reset","P1","MISSING","mutation (not probed)"
"Platform","api","GET","/api/data360/table-refresh-mapping","","","database","","object","List table-refresh mapping (metadata tables  date columns  last_refresh)","ACCOUNTADMIN","Administration › Table Refresh","P2","MISSING","served (gated)"
"Platform","api","POST","/api/data360/table-refresh-mapping/refresh","yes","","","RefreshTriggerRequest","object","Trigger table refresh","ACCOUNTADMIN","Administration › Table Refresh","P1","MISSING","mutation (not probed)"
"Platform","api","POST","/api/data360/track","yes","","","TrackEventsRequest","object","Frontend event tracking (batched)","any","Administration › Track","P1","MISSING","mutation (not probed)"
"Platform","api","GET","/api/platform/access-simulator","","","role*, page, tab, module, action_key, policy_type, policy_action","","object","What would <role> see on <page>/<tab> with action <action_key>?","ACCOUNTADMIN","Administration › Access Simulator","P2","MISSING","served (gated)"
"Platform","api","POST","/api/platform/cache/install","yes","","","","object","Create EVENT_STORE.{PLATFORM_EVENTS MODULE_GRANTS USER_REQUESTS}","ACCOUNTADMIN","Administration › Cache Install","P1","MISSING","mutation (not probed)"
"Platform","api","GET","/api/platform/grants","","","role, page, module, include_revoked, account_id","","object","List module grants on this account","ACCOUNTADMIN","Administration › Grants","P2","MISSING","served (gated)"
"Platform","api","POST","/api/platform/grants","yes","","","GrantBody","object","Grant a role access to a (page  module[  tab])","ACCOUNTADMIN","Administration › Grants","P1","MISSING","mutation (not probed)"
"Platform","api","DELETE","/api/platform/grants","yes","","","RevokeBody","object","Revoke an active grant","ACCOUNTADMIN","Administration › Grants","P1","MISSING","mutation (not probed)"
"Platform","api","GET","/api/platform/grants/actions","","","role, action_key, module, include_revoked","","object","List action grants (FE button visibility)","ACCOUNTADMIN","Administration › Grants Actions","P2","MISSING","served (gated)"
"Platform","api","POST","/api/platform/grants/actions","yes","","","ActionGrantBody","object","Grant an action to a role","ACCOUNTADMIN","Administration › Grants Actions","P1","MISSING","mutation (not probed)"
"Platform","api","GET","/api/platform/grants/data-scope","","","role, module","","object","List data-scope grants","ACCOUNTADMIN","Administration › Grants Data Scope","P2","MISSING","served (gated)"
"Platform","api","POST","/api/platform/grants/data-scope","yes","","","DataScopeBody","object","Grant a role a data scope","ACCOUNTADMIN","Administration › Grants Data Scope","P1","MISSING","mutation (not probed)"
"Platform","api","GET","/api/platform/grants/policies","","","role, policy_type, include_revoked","","object","List policy grants","ACCOUNTADMIN","Administration › Grants Policies","P2","MISSING","served (gated)"
"Platform","api","POST","/api/platform/grants/policies","yes","","","PolicyGrantBody","object","Grant policy permissions to a role","ACCOUNTADMIN","Administration › Grants Policies","P1","MISSING","mutation (not probed)"
"Platform","api","GET","/api/platform/grants/role/{role}","","","role*","","object","Which pages/modules can THIS role see?","ACCOUNTADMIN","Administration › Grants Role","P2","MISSING","served (gated)"
"Platform","api","GET","/api/platform/grants/roles","","","role, include_revoked","","object","List role capability rows","ACCOUNTADMIN","Administration › Grants Roles","P2","MISSING","served (gated)"
"Platform","api","POST","/api/platform/grants/roles","yes","","","RoleGrantBody","object","Set role-capability flags","ACCOUNTADMIN","Administration › Grants Roles","P1","MISSING","mutation (not probed)"
"Platform","api","GET","/api/platform/grants/users","","","username, include_revoked","","object","List user-role bindings","ACCOUNTADMIN","Administration › Grants Users","P2","MISSING","served (gated)"
"Platform","api","POST","/api/platform/grants/users","yes","","","UserGrantBody","object","Bind a user to a role","ACCOUNTADMIN","Administration › Grants Users","P1","MISSING","mutation (not probed)"
"Platform","api","DELETE","/api/platform/grants/users","yes","","","UserGrantBody","object","Revoke a user-role binding","ACCOUNTADMIN","Administration › Grants Users","P1","MISSING","mutation (not probed)"
"Platform","api","GET","/api/platform/me/grants","","","","","object","Effective grant bundle for the calling user (FE bootstrap)","ACCOUNTADMIN","Administration › Me Grants","P2","MISSING","served (gated)"
"Platform","api","GET","/api/platform/object-permission-matrix","","","users, database","","object","Users × Snowflake data-object × privilege grid (composed from SHOW GRANTS)","ACCOUNTADMIN","Administration › Object Permission Matrix","P2","MISSING","served (gated)"
"Platform","api","GET","/api/platform/permission-matrix","","","users, axis","","object","Users × axis (module|page|tab) effective-access matrix (configured  not enforced)","ACCOUNTADMIN","Administration › Permission Matrix","P2","MISSING","served (gated)"
"Platform","api","GET","/api/platform/users/{username}/effective-grants","","","username*","","object","Effective grant bundle for an ARBITRARY user (me/grants shape + roles)","ACCOUNTADMIN","Administration › Users Effective Grants","P2","MISSING","served (gated)"
"Platform","api","GET","/api/platform/users/{username}/object-grants","","","username*, database","","object","Snowflake-native data-object grants for a user (database→schema→table→column)","ACCOUNTADMIN","Administration › Users Object Grants","P2","MISSING","served (gated)"
"Platform","api","GET","/api/recommendations/","","","page, module, scope, target, statuses, severities, account_id, limit, offset","","object","List stored active recommendations","any","Recommendations","P2","MISSING","served (gated)"
"Platform","api","GET","/api/recommendations/{reco_id}","","","reco_id*","","object","Get one reco by id","any","Recommendations","P2","MISSING","served (gated)"
"Platform","api","POST","/api/recommendations/{reco_id}/acknowledge","yes","","reco_id*","AcknowledgeBody","object","Mark a reco as acknowledged","any","Recommendations › Acknowledge","P1","MISSING","mutation (not probed)"
"Platform","api","POST","/api/recommendations/{reco_id}/apply","yes","","reco_id*","","object","Apply a recommendation's remediation (mark-applied + return its SQL)","any","Recommendations › Apply","P1","MISSING","mutation (not probed)"
"Platform","api","POST","/api/recommendations/{reco_id}/dismiss","yes","","reco_id*","DismissBody","object","Dismiss a reco (false-positive / N/A)","any","Recommendations › Dismiss","P1","MISSING","mutation (not probed)"
"Platform","api","POST","/api/recommendations/{reco_id}/reopen","yes","","reco_id*","ReopenBody","object","Reopen a resolved/dismissed reco","any","Recommendations › Reopen","P1","MISSING","mutation (not probed)"
"Platform","api","POST","/api/recommendations/{reco_id}/resolve","yes","","reco_id*","ResolveBody","object","Mark a reco as resolved","any","Recommendations › Resolve","P1","MISSING","mutation (not probed)"
"Platform","api","POST","/api/recommendations/{reco_id}/snooze","yes","","reco_id*","SnoozeBody","object","Snooze a reco until a future date","any","Recommendations › Snooze","P1","MISSING","mutation (not probed)"
"Platform","api","POST","/api/recommendations/analyze","yes","","","AnalyzeBody","object","Recompute + upsert + return recos for a scope","any","Recommendations › Analyze","P1","MISSING","mutation (not probed)"
"Platform","api","POST","/api/recommendations/cache/install","yes","","","","object","Create EVENT_STORE.AI_RECOMMENDATIONS (idempotent)","ACCOUNTADMIN","Recommendations › Cache Install","P1","MISSING","mutation (not probed)"
"Platform","api","GET","/api/recommendations/capabilities","","","","","object","Recommendations module capability hint (UX gating)","any","Recommendations › Capabilities","P2","MISSING","served (gated)"
"Platform","api","GET","/api/recommendations/glossary","","","scope, page, module","","object","Inspect the registered glossary (signals → actions)","any","Recommendations › Glossary","P2","MISSING","served (open)"
"Platform","api","GET","/api/refresh-state","","","","","object","Last refresh timestamp per zone","ACCOUNTADMIN","Administration","P2","MISSING","served (gated)"
"Platform","api","GET","/api/snowflake/explorer/audit-views","","","","","object","Predefined audit categories with live counts","RETAIL_DATA_ENGINEER","Objects Explorer › Audit Views","P2","MISSING","served (gated)"
"Platform","api","POST","/api/snowflake/explorer/cache/install","yes","","warehouse, database","","object","Create/refresh the DATA360 cache tables (idempotent)","ACCOUNTADMIN","Objects Explorer › Cache Install","P1","MISSING","mutation (not probed)"
"Platform","api","GET","/api/snowflake/explorer/databases","","","account_id, database, schema, object_type, object_family, search, owner_role, created_from, created_to, altered_from, altered_to, last_queried_from, last_queried_to, has_tags, has_policies, has_masking_policy, has_row_access_policy, has_lineage, has_usage, is_sensitive, freshness_status, health_status, risk_level, min_rows, max_rows, min_bytes, max_bytes, include_deleted, include_temporary, include_transient, include_system, sort_by, sort_dir, page, page_size, range","","object","Database inventory","RETAIL_DATA_ENGINEER","Objects Explorer › Databases","P2","MISSING","served (gated)"
"Platform","api","GET","/api/snowflake/explorer/databases/{database}/audit","","","database*, account_id, search, last_queried_from, last_queried_to, sort_by, sort_dir, page, page_size","","object","Audit events for all objects in a database","RETAIL_DATA_ENGINEER","Objects Explorer › Databases Audit","P2","MISSING","served (gated)"
"Platform","api","GET","/api/snowflake/explorer/databases/{database}/governance","","","database*","","object","Database-level governance rollup","RETAIL_DATA_ENGINEER","Objects Explorer › Databases Governance","P2","MISSING","served (gated)"
"Platform","api","GET","/api/snowflake/explorer/databases/{database}/lineage","","","database*, direction, depth","","object","Database-level lineage graph","RETAIL_DATA_ENGINEER","Objects Explorer › Databases Lineage","P2","MISSING","served (gated)"
"Platform","api","GET","/api/snowflake/explorer/facets","","","account_id, database, schema, object_type, object_family, search, owner_role, created_from, created_to, altered_from, altered_to, last_queried_from, last_queried_to, has_tags, has_policies, has_masking_policy, has_row_access_policy, has_lineage, has_usage, is_sensitive, freshness_status, health_status, risk_level, min_rows, max_rows, min_bytes, max_bytes, include_deleted, include_temporary, include_transient, include_system, sort_by, sort_dir, page, page_size, range","","object","Available filter values","RETAIL_DATA_ENGINEER","Objects Explorer › Facets","P2","MISSING","served (gated)"
"Platform","api","GET","/api/snowflake/explorer/objects","","","account_id, database, schema, object_type, object_family, search, owner_role, created_from, created_to, altered_from, altered_to, last_queried_from, last_queried_to, has_tags, has_policies, has_masking_policy, has_row_access_policy, has_lineage, has_usage, is_sensitive, freshness_status, health_status, risk_level, min_rows, max_rows, min_bytes, max_bytes, include_deleted, include_temporary, include_transient, include_system, sort_by, sort_dir, page, page_size, range","","object","Main object table","RETAIL_DATA_ENGINEER","Objects Explorer › Objects","P2","MISSING","served (gated)"
"Platform","api","GET","/api/snowflake/explorer/objects/{object_id}","","","object_id*","","object","Object detail (drawer summary)","RETAIL_DATA_ENGINEER","Objects Explorer › Objects","P2","MISSING","served (gated)"
"Platform","api","GET","/api/snowflake/explorer/objects/{object_id}/actions","","","object_id*","","object","Catalog actions (right-rail affordances for this object)","RETAIL_DATA_ENGINEER","Objects Explorer › Objects Actions","P2","MISSING","served (gated)"
"Platform","api","GET","/api/snowflake/explorer/objects/{object_id}/audit","","","object_id*, account_id, database, schema, object_type, object_family, search, owner_role, created_from, created_to, altered_from, altered_to, last_queried_from, last_queried_to, has_tags, has_policies, has_masking_policy, has_row_access_policy, has_lineage, has_usage, is_sensitive, freshness_status, health_status, risk_level, min_rows, max_rows, min_bytes, max_bytes, include_deleted, include_temporary, include_transient, include_system, sort_by, sort_dir, page, page_size, range","","object","Audit events for an object","RETAIL_DATA_ENGINEER","Objects Explorer › Objects Audit","P2","MISSING","served (gated)"
"Platform","api","GET","/api/snowflake/explorer/objects/{object_id}/columns","","","object_id*, account_id, database, schema, object_type, object_family, search, owner_role, created_from, created_to, altered_from, altered_to, last_queried_from, last_queried_to, has_tags, has_policies, has_masking_policy, has_row_access_policy, has_lineage, has_usage, is_sensitive, freshness_status, health_status, risk_level, min_rows, max_rows, min_bytes, max_bytes, include_deleted, include_temporary, include_transient, include_system, sort_by, sort_dir, page, page_size, range","","object","Object columns","RETAIL_DATA_ENGINEER","Objects Explorer › Objects Columns","P2","MISSING","served (gated)"
"Platform","api","GET","/api/snowflake/explorer/objects/{object_id}/ddl","","","object_id*","","object","GET_DDL for the object","RETAIL_DATA_ENGINEER","Objects Explorer › Objects Ddl","P2","MISSING","served (gated)"
"Platform","api","GET","/api/snowflake/explorer/objects/{object_id}/deep-dive","","","object_id*, include_profile, sample_size, include_dependencies","","object","Catalog deep-dive (object → product → project → dependencies)","RETAIL_DATA_ENGINEER","Objects Explorer › Objects Deep Dive","P2","MISSING","served (gated)"
"Platform","api","GET","/api/snowflake/explorer/objects/{object_id}/governance","","","object_id*","","object","Tags + policies coverage for an object","RETAIL_DATA_ENGINEER","Objects Explorer › Objects Governance","P2","MISSING","served (gated)"
"Platform","api","GET","/api/snowflake/explorer/objects/{object_id}/health","","","object_id*","","object","Object health checks","RETAIL_DATA_ENGINEER","Objects Explorer › Objects Health","P2","MISSING","served (gated)"
"Platform","api","GET","/api/snowflake/explorer/objects/{object_id}/impact","","","object_id*","","object","Object impact analysis","RETAIL_DATA_ENGINEER","Objects Explorer › Objects Impact","P2","MISSING","served (gated)"
"Platform","api","GET","/api/snowflake/explorer/objects/{object_id}/lineage","","","object_id*, direction, depth","","object","Object lineage (upstream/downstream)","RETAIL_DATA_ENGINEER","Objects Explorer › Objects Lineage","P2","MISSING","served (gated)"
"Platform","api","GET","/api/snowflake/explorer/objects/{object_id}/open-in-snowflake","","","object_id*, account_url","","object","Build a Snowsight deep-link for the object","RETAIL_DATA_ENGINEER","Objects Explorer › Objects Open In Snowflake","P2","MISSING","served (gated)"
"Platform","api","GET","/api/snowflake/explorer/objects/{object_id}/quality","","","object_id*","","object","Data quality checks for an object","RETAIL_DATA_ENGINEER","Objects Explorer › Objects Quality","P2","MISSING","served (gated)"
"Platform","api","GET","/api/snowflake/explorer/objects/{object_id}/timeline","","","object_id*, limit","","object","Unified event timeline for an object","RETAIL_DATA_ENGINEER","Objects Explorer › Objects Timeline","P2","MISSING","served (gated)"
"Platform","api","GET","/api/snowflake/explorer/objects/{object_id}/usage","","","object_id*, period, group_by","","object","Object usage summary + time series","RETAIL_DATA_ENGINEER","Objects Explorer › Objects Usage","P2","MISSING","served (gated)"
"Platform","api","POST","/api/snowflake/explorer/objects/bulk-action","yes","","","BulkActionBody","object","Apply a bulk action across selected objects (dry-run default)","RETAIL_DATA_ENGINEER","Objects Explorer › Objects Bulk Action","P1","MISSING","mutation (not probed)"
"Platform","api","GET","/api/snowflake/explorer/objects/export","","","account_id, database, schema, object_type, object_family, search, owner_role, created_from, created_to, altered_from, altered_to, last_queried_from, last_queried_to, has_tags, has_policies, has_masking_policy, has_row_access_policy, has_lineage, has_usage, is_sensitive, freshness_status, health_status, risk_level, min_rows, max_rows, min_bytes, max_bytes, include_deleted, include_temporary, include_transient, include_system, sort_by, sort_dir, page, page_size, range","","object","Stream the current /objects result as CSV","RETAIL_DATA_ENGINEER","Objects Explorer › Objects Export","P2","MISSING","not-probed"
